Buckets,0 to 10 uS,10 to 25 uS,25 to 50 uS,50 to 65 uS,65 to 75 uS,75 to 90 uS,90 to 100 uS,100 to 120 uS,120 to 150 uS,150 to 180 uS,180 to 200 uS,200 to 220 uS,220 to 250 uS,250 to 300 uS,300 to 350 uS,350 to 400 uS,400 to 500 uS,500 to 750 uS,0.75 to 1 mS,1 to 1.2 mS,1.2 to 1.5 mS,1.5 to 2 mS,2 to 2.2 mS,2.2 to 2.7 mS,2.7 to 3.3 mS,3.3 to 3.9 mS,3.9 to 4.7 mS,4.7 to 5.6 mS,5.6 to 6.8 mS,6.8 to 8.2 mS,8.2 to 10 mS,10 to 12 mS,12 to 15 mS,15 to 18 mS,18 to 20 mS,20 to 25 mS,25 to 30 mS,30 to 50 mS,50 to 100 mS,100 to 500 mS,0.5 to 1 S,1 to 4 S,4 to 10 S,>= 10 S W,
Read-Latencies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,313,457,439,970,2321,1108,3295,5001,6145,9955,13650,22064,29477,38675,42740,64258,64751,43100,107330,108238,431883,739305,349,0,0,0,0
 Perc-Read-Latencies,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000058,0.000173,0.018205,0.044532,0.069823,0.125704,0.259415,0.323246,0.513070,0.801174,1.155184,1.728686,2.515055,3.786149,5.484303,7.712347,10.174574,13.876441,17.606709,20.089676,26.272896,32.508423,57.388954,99.979897,100.000000,100.000000,100.000000,100.000000,100.000000

Write-Latencies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 Perc-Write-Latencies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

 Min Read Latency, Max Read Latency, Avg Read Latency, Total Read Iops
390, 156771, 44191.58, 1735827

 Min Write Latency, Max Write Latency, Avg Write Latency, Total Write Iops
0, 0, 0, 0

 Iops Stability
0.01

Total Latency Count
1735826
